100,E,1,Banco Atlantida,LPS,200
1001,E,1,Banco Atlantida,LPS,200
10039,E,1,Banco Atlantida,LPS,200
10043,E,1,Banco Atlantida,LPS,200
10046,E,1,Banco Atlantida,LPS,200
1011,E,1,Banco Atlantida,LPS,200
10141,E,1,Banco Atlantida,LPS,200
10157,E,1,Banco Atlantida,LPS,220
10161,E,1,Banco Atlantida,LPS,200
10203,E,1,Banco Atlantida,LPS,200
1021,E,1,Banco Atlantida,LPS,200
1027,E,1,Banco Atlantida,LPS,200
10286,E,1,Banco Atlantida,LPS,200
10300,E,1,Banco Atlantida,LPS,200
1032,E,1,Banco Atlantida,LPS,200
10328,E,1,Banco Atlantida,LPS,200
104,E,1,Banco Atlantida,LPS,200
10426,E,1,Banco Atlantida,LPS,200
1046,E,1,Banco Atlantida,LPS,200
10467,E,1,Banco Atlantida,LPS,200
10474,E,1,Banco Atlantida,LPS,200
1049,E,1,Banco Atlantida,LPS,200
10499,E,1,Banco Atlantida,LPS,200
10500,E,1,Banco Atlantida,LPS,200
10592,E,1,Banco Atlantida,LPS,200
106,E,1,Banco Atlantida,LPS,200
10601,E,1,Banco Atlantida,LPS,200
107,E,1,Banco Atlantida,LPS,200
10702,E,1,Banco Atlantida,LPS,450
10735,E,1,Banco Atlantida,LPS,200
1075,E,1,Banco Atlantida,LPS,200
10758,E,1,Banco Atlantida,LPS,450
108,E,1,Banco Atlantida,LPS,200
1081,E,1,Banco Atlantida,LPS,200
10848,E,1,Banco Atlantida,LPS,450
10874,E,1,Banco Atlantida,LPS,200
10896,E,1,Banco Atlantida,LPS,200
10948,E,1,Banco Atlantida,LPS,200
1095,E,1,Banco Atlantida,LPS,200
1103,E,1,Banco Atlantida,LPS,200
1105,E,1,Banco Atlantida,LPS,200
11083,E,1,Banco Atlantida,LPS,200
11087,E,1,Banco Atlantida,LPS,200
112,E,1,Banco Atlantida,LPS,200
1122,E,1,Banco Atlantida,LPS,200
1130,E,1,Banco Atlantida,LPS,200
1137,E,1,Banco Atlantida,LPS,200
11420,E,1,Banco Atlantida,LPS,200
11442,E,1,Banco Atlantida,LPS,200
11526,E,1,Banco Atlantida,LPS,200
11619,E,1,Banco Atlantida,LPS,200
11645,E,1,Banco Atlantida,LPS,200
11653,E,1,Banco Atlantida,LPS,200
1168,E,1,Banco Atlantida,LPS,200
117,E,1,Banco Atlantida,LPS,200
11715,E,1,Banco Atlantida,LPS,200
1173,E,1,Banco Atlantida,LPS,200
1179,E,1,Banco Atlantida,LPS,200
11810,E,1,Banco Atlantida,LPS,200
1185,E,1,Banco Atlantida,LPS,200
1189,E,1,Banco Atlantida,LPS,200
1193,E,1,Banco Atlantida,LPS,200
11935,E,1,Banco Atlantida,LPS,578.48
1194,E,1,Banco Atlantida,LPS,200
12,E,1,Banco Atlantida,LPS,200
12178,E,1,Banco Atlantida,LPS,200
1222,E,1,Banco Atlantida,LPS,200
12332,E,1,Banco Atlantida,LPS,200
12373,E,1,Banco Atlantida,LPS,200
12397,E,1,Banco Atlantida,LPS,450
12421,E,1,Banco Atlantida,LPS,200
12440,E,1,Banco Atlantida,LPS,200
12501,E,1,Banco Atlantida,LPS,450
12514,E,1,Banco Atlantida,LPS,200
12598,E,1,Banco Atlantida,LPS,200
12654,E,1,Banco Atlantida,LPS,200
12710,E,1,Banco Atlantida,LPS,200
1280,E,1,Banco Atlantida,LPS,378.68
12814,E,1,Banco Atlantida,LPS,200
12849,E,1,Banco Atlantida,LPS,200
1288,E,1,Banco Atlantida,LPS,200
1291,E,1,Banco Atlantida,LPS,200
13082,E,1,Banco Atlantida,LPS,200
1315,E,1,Banco Atlantida,LPS,200
1318,E,1,Banco Atlantida,LPS,200
13181,E,1,Banco Atlantida,LPS,200
1328,E,1,Banco Atlantida,LPS,200
1332,E,1,Banco Atlantida,LPS,200
1336,E,1,Banco Atlantida,LPS,200
13381,E,1,Banco Atlantida,LPS,220
1345,E,1,Banco Atlantida,LPS,200
13466,E,1,Banco Atlantida,LPS,200
1354,E,1,Banco Atlantida,LPS,200
1364,E,1,Banco Atlantida,LPS,200
1366,E,1,Banco Atlantida,LPS,200
13706,E,1,Banco Atlantida,LPS,200
1372,E,1,Banco Atlantida,LPS,200
1374,E,1,Banco Atlantida,LPS,200
13784,E,1,Banco Atlantida,LPS,200
13803,E,1,Banco Atlantida,LPS,200
13808,E,1,Banco Atlantida,LPS,200
13865,E,1,Banco Atlantida,LPS,200
13894,E,1,Banco Atlantida,LPS,200
13936,E,1,Banco Atlantida,LPS,200
1396,E,1,Banco Atlantida,LPS,200
13965,E,1,Banco Atlantida,LPS,200
14004,E,1,Banco Atlantida,LPS,450
1402,E,1,Banco Atlantida,LPS,200
14074,E,1,Banco Atlantida,LPS,200
14135,E,1,Banco Atlantida,LPS,450
14158,E,1,Banco Atlantida,LPS,200
1422,E,1,Banco Atlantida,LPS,200
1427,E,1,Banco Atlantida,LPS,200
1442,E,1,Banco Atlantida,LPS,200
14459,E,1,Banco Atlantida,LPS,200
1446,E,1,Banco Atlantida,LPS,378.68
14478,E,1,Banco Atlantida,LPS,200
14498,E,1,Banco Atlantida,LPS,450
14557,E,1,Banco Atlantida,LPS,200
14620,E,1,Banco Atlantida,LPS,200
1468,E,1,Banco Atlantida,LPS,200
1479,E,1,Banco Atlantida,LPS,200
14804,E,1,Banco Atlantida,LPS,200
14824,E,1,Banco Atlantida,LPS,200
1485,E,1,Banco Atlantida,LPS,200
14850,E,1,Banco Atlantida,LPS,200
1488,E,1,Banco Atlantida,LPS,378.68
149,E,1,Banco Atlantida,LPS,200
14976,E,1,Banco Atlantida,LPS,200
1505,E,1,Banco Atlantida,LPS,200
1508,E,1,Banco Atlantida,LPS,200
15087,E,1,Banco Atlantida,LPS,200
1519,E,1,Banco Atlantida,LPS,200
15199,E,1,Banco Atlantida,LPS,200
1539,E,1,Banco Atlantida,LPS,200
1541,E,1,Banco Atlantida,LPS,200
1564,E,1,Banco Atlantida,LPS,200
1566,E,1,Banco Atlantida,LPS,200
15668,E,1,Banco Atlantida,LPS,200
1568,E,1,Banco Atlantida,LPS,200
15716,E,1,Banco Atlantida,LPS,200
1574,E,1,Banco Atlantida,LPS,200
1579,E,1,Banco Atlantida,LPS,200
1584,E,1,Banco Atlantida,LPS,200
1589,E,1,Banco Atlantida,LPS,200
16,E,1,Banco Atlantida,LPS,200
16012,E,1,Banco Atlantida,LPS,200
16041,E,1,Banco Atlantida,LPS,200
16042,E,1,Banco Atlantida,LPS,200
1609,E,1,Banco Atlantida,LPS,200
16214,E,1,Banco Atlantida,LPS,200
16227,E,1,Banco Atlantida,LPS,200
16305,E,1,Banco Atlantida,LPS,200
16378,E,1,Banco Atlantida,LPS,200
1644,E,1,Banco Atlantida,LPS,200
16486,E,1,Banco Atlantida,LPS,200
1655,E,1,Banco Atlantida,LPS,200
16573,E,1,Banco Atlantida,LPS,200
16630,E,1,Banco Atlantida,LPS,200
1665,E,1,Banco Atlantida,LPS,200
16652,E,1,Banco Atlantida,LPS,450
16658,E,1,Banco Atlantida,LPS,200
1666,E,1,Banco Atlantida,LPS,200
16690,E,1,Banco Atlantida,LPS,450
1676,E,1,Banco Atlantida,LPS,200
16809,E,1,Banco Atlantida,LPS,200
17078,E,1,Banco Atlantida,LPS,200
17254,E,1,Banco Atlantida,LPS,200
17279,E,1,Banco Atlantida,LPS,200
17285,E,1,Banco Atlantida,LPS,200
17406,E,1,Banco Atlantida,LPS,200
1741,E,1,Banco Atlantida,LPS,200
17460,E,1,Banco Atlantida,LPS,200
175,E,1,Banco Atlantida,LPS,200
176,E,1,Banco Atlantida,LPS,200
17627,E,1,Banco Atlantida,LPS,200
17756,E,1,Banco Atlantida,LPS,200
1795,E,1,Banco Atlantida,LPS,200
18022,E,1,Banco Atlantida,LPS,450
18060,E,1,Banco Atlantida,LPS,200
1807,E,1,Banco Atlantida,LPS,200
1816,E,1,Banco Atlantida,LPS,200
1819,E,1,Banco Atlantida,LPS,200
1821,E,1,Banco Atlantida,LPS,200
1827,E,1,Banco Atlantida,LPS,200
18278,E,1,Banco Atlantida,LPS,200
18292,E,1,Banco Atlantida,LPS,200
18517,E,1,Banco Atlantida,LPS,200
1852,E,1,Banco Atlantida,LPS,200
1858,E,1,Banco Atlantida,LPS,200
18693,E,1,Banco Atlantida,LPS,1421.45
1874,E,1,Banco Atlantida,LPS,378.68
1878,E,1,Banco Atlantida,LPS,200
18846,E,1,Banco Atlantida,LPS,200
18894,E,1,Banco Atlantida,LPS,200
18974,E,1,Banco Atlantida,LPS,200
1911,E,1,Banco Atlantida,LPS,200
19438,E,1,Banco Atlantida,LPS,450
19470,E,1,Banco Atlantida,LPS,450
19540,E,1,Banco Atlantida,LPS,200
1962,E,1,Banco Atlantida,LPS,200
1966,E,1,Banco Atlantida,LPS,200
1983,E,1,Banco Atlantida,LPS,200
199,E,1,Banco Atlantida,LPS,200
2002,E,1,Banco Atlantida,LPS,200
2003,E,1,Banco Atlantida,LPS,450
20162,E,1,Banco Atlantida,LPS,780
2018,E,1,Banco Atlantida,LPS,200
2023,E,1,Banco Atlantida,LPS,200
2028,E,1,Banco Atlantida,LPS,1745.26
2036,E,1,Banco Atlantida,LPS,200
20413,E,1,Banco Atlantida,LPS,450
20417,E,1,Banco Atlantida,LPS,450
20807,E,1,Banco Atlantida,LPS,200
20897,E,1,Banco Atlantida,LPS,450
21025,E,1,Banco Atlantida,LPS,450
2113,E,1,Banco Atlantida,LPS,200
2114,E,1,Banco Atlantida,LPS,200
2124,E,1,Banco Atlantida,LPS,200
2135,E,1,Banco Atlantida,LPS,200
2154,E,1,Banco Atlantida,LPS,200
2166,E,1,Banco Atlantida,LPS,200
2175,E,1,Banco Atlantida,LPS,200
2180,E,1,Banco Atlantida,LPS,200
2185,E,1,Banco Atlantida,LPS,200
2191,E,1,Banco Atlantida,LPS,200
2206,E,1,Banco Atlantida,LPS,200
2209,E,1,Banco Atlantida,LPS,200
2210,E,1,Banco Atlantida,LPS,200
2226,E,1,Banco Atlantida,LPS,200
22310,E,1,Banco Atlantida,LPS,450
22396,E,1,Banco Atlantida,LPS,200
2257,E,1,Banco Atlantida,LPS,200
22570,E,1,Banco Atlantida,LPS,200
22594,E,1,Banco Atlantida,LPS,200
22664,E,1,Banco Atlantida,LPS,450
2281,E,1,Banco Atlantida,LPS,200
22921,E,1,Banco Atlantida,LPS,450
22942,E,1,Banco Atlantida,LPS,200
2298,E,1,Banco Atlantida,LPS,200
230,E,1,Banco Atlantida,LPS,200
23030,E,1,Banco Atlantida,LPS,450
23172,E,1,Banco Atlantida,LPS,450
2326,E,1,Banco Atlantida,LPS,200
23308,E,1,Banco Atlantida,LPS,200
23384,E,1,Banco Atlantida,LPS,200
2340,E,1,Banco Atlantida,LPS,200
2341,E,1,Banco Atlantida,LPS,200
23553,E,1,Banco Atlantida,LPS,977.16
23565,E,1,Banco Atlantida,LPS,450
2372,E,1,Banco Atlantida,LPS,200
2374,E,1,Banco Atlantida,LPS,200
2389,E,1,Banco Atlantida,LPS,200
24,E,1,Banco Atlantida,LPS,200
2402,E,1,Banco Atlantida,LPS,1745.26
2404,E,1,Banco Atlantida,LPS,200
24042,E,1,Banco Atlantida,LPS,450
241,E,1,Banco Atlantida,LPS,200
2422,E,1,Banco Atlantida,LPS,200
2426,E,1,Banco Atlantida,LPS,200
2427,E,1,Banco Atlantida,LPS,200
2430,E,1,Banco Atlantida,LPS,200
2440,E,1,Banco Atlantida,LPS,200
2441,E,1,Banco Atlantida,LPS,200
24561,E,1,Banco Atlantida,LPS,450
2465,E,1,Banco Atlantida,LPS,200
2512,E,1,Banco Atlantida,LPS,200
25132,E,1,Banco Atlantida,LPS,200
2516,E,1,Banco Atlantida,LPS,200
2524,E,1,Banco Atlantida,LPS,200
25242,E,1,Banco Atlantida,LPS,450
2525,E,1,Banco Atlantida,LPS,200
25349,E,1,Banco Atlantida,LPS,450
25455,E,1,Banco Atlantida,LPS,200
2557,E,1,Banco Atlantida,LPS,200
2580,E,1,Banco Atlantida,LPS,200
25851,E,1,Banco Atlantida,LPS,200
2589,E,1,Banco Atlantida,LPS,200
259,E,1,Banco Atlantida,LPS,200
25936,E,1,Banco Atlantida,LPS,200
261,E,1,Banco Atlantida,LPS,200
26171,E,1,Banco Atlantida,LPS,450
2634,E,1,Banco Atlantida,LPS,200
26352,E,1,Banco Atlantida,LPS,200
264,E,1,Banco Atlantida,LPS,200
2647,E,1,Banco Atlantida,LPS,200
26497,E,1,Banco Atlantida,LPS,200
2652,E,1,Banco Atlantida,LPS,200
26552,E,1,Banco Atlantida,LPS,450
2681,E,1,Banco Atlantida,LPS,200
2683,E,1,Banco Atlantida,LPS,200
2690,E,1,Banco Atlantida,LPS,200
2704,E,1,Banco Atlantida,LPS,200
2713,E,1,Banco Atlantida,LPS,200
2726,E,1,Banco Atlantida,LPS,200
2748,E,1,Banco Atlantida,LPS,378.68
275,E,1,Banco Atlantida,LPS,200
2758,E,1,Banco Atlantida,LPS,200
2782,E,1,Banco Atlantida,LPS,200
2797,E,1,Banco Atlantida,LPS,200
2835,E,1,Banco Atlantida,LPS,200
2836,E,1,Banco Atlantida,LPS,200
2842,E,1,Banco Atlantida,LPS,378.68
2862,E,1,Banco Atlantida,LPS,200
2876,E,1,Banco Atlantida,LPS,200
2881,E,1,Banco Atlantida,LPS,200
2888,E,1,Banco Atlantida,LPS,200
2897,E,1,Banco Atlantida,LPS,200
2899,E,1,Banco Atlantida,LPS,225
2904,E,1,Banco Atlantida,LPS,200
2971,E,1,Banco Atlantida,LPS,200
2990,E,1,Banco Atlantida,LPS,200
2994,E,1,Banco Atlantida,LPS,200
3,E,1,Banco Atlantida,LPS,200
30,E,1,Banco Atlantida,LPS,200
3004,E,1,Banco Atlantida,LPS,200
3010,E,1,Banco Atlantida,LPS,200
3064,E,1,Banco Atlantida,LPS,200
3066,E,1,Banco Atlantida,LPS,200
3088,E,1,Banco Atlantida,LPS,200
3093,E,1,Banco Atlantida,LPS,200
3095,E,1,Banco Atlantida,LPS,200
310,E,1,Banco Atlantida,LPS,378.68
3140,E,1,Banco Atlantida,LPS,450
316,E,1,Banco Atlantida,LPS,200
3208,E,1,Banco Atlantida,LPS,200
3218,E,1,Banco Atlantida,LPS,378.68
3261,E,1,Banco Atlantida,LPS,200
3280,E,1,Banco Atlantida,LPS,200
